City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,kargasok,59.0556,80.8572,-1.69,90,95,7.15,RU,1707240367
84,tulum,20.2167,-87.4667,24.16,45,6,3.98,MX,1707240149
85,victoria point,-27.5833,153.3,27.17,86,6,3.15,AU,1707240368
86,rosarito,32.3333,-117.0333,13.53,82,99,4.54,MX,1707240368
87,longyearbyen,78.2186,15.6401,-9.09,57,20,7.72,SJ,1707240215
88,garoua boulai,5.8833,14.55,27.92,22,75,2.45,CM,1707240369
89,ceeldheer,3.8488,47.1806,26.74,78,98,7.08,SO,1707240370
90,iskateley,67.6803,53.1512,-31.1,100,62,1.34,RU,1707240370
91,skelleftea,64.7507,20.9528,-19.44,95,0,2.06,SE,1707240371
92,skiathos,39.1623,23.4909,16.09,77,0,1.54,GR,1707240214
93,jutai,-5.1833,-68.9,23.56,99,100,0.97,BR,1707240372
94,badger,64.8,-147.5333,-16.77,83,100,0.0,US,1707240372
95,ad darb,17.7229,42.2526,25.48,63,67,5.24,SA,1707240373
96,pulivendla,14.4167,78.2333,25.69,51,0,3.78,IN,1707240373
97,lebu,-37.6167,-73.65,20.1,80,77,4.1,CL,1707240374
98,taro,-8.3862,115.28,23.0,95,84,0.62,ID,1707240374
99,thunder bay,48.4001,-89.3168,0.95,100,100,3.6,CA,1707240367
100,boyolangu,-8.1181,111.8935,24.55,92,100,2.01,ID,1707240375
101,nemuro,43.3236,145.575,-8.08,73,8,3.02,JP,1707240246
102,port mathurin,-19.6833,63.4167,27.14,67,22,7.55,MU,1707240376
103,capitao poco,-1.7464,-47.0594,29.54,71,66,2.74,BR,1707240377
104,jamestown,42.097,-79.2353,3.62,50,0,2.06,US,1707240224
105,newman,37.3138,-121.0208,11.13,94,100,0.89,US,1707240378
106,vila franca do campo,37.7167,-25.4333,18.27,99,100,8.08,PT,1707240378
107,saint-pierre,-21.3393,55.4781,24.82,69,0,2.57,RE,1707240265
108,whittlesea,-32.1759,26.8244,25.25,54,58,7.68,ZA,1707240379
109,mount pearl,47.5166,-52.7813,0.81,97,100,13.38,CA,1707240133
110,sapele,5.8941,5.6767,36.6,13,79,1.34,NG,1707240380
111,kruisfontein,-34.0033,24.7314,22.16,80,70,4.03,ZA,1707240380
112,portland,45.5234,-122.6762,8.23,96,75,1.79,US,1707240191
113,mount pleasant,32.7941,-79.8626,13.5,47,0,7.72,US,1707240381
114,marotta,43.764,13.1477,14.93,76,100,3.41,IT,1707240381
115,enshi,30.3,109.4833,3.71,100,100,1.01,CN,1707240382
116,dili,-8.5586,125.5736,26.88,82,100,0.83,TL,1707240322
117,maceio,-9.6658,-35.7353,33.69,49,20,6.17,BR,1707240237
118,richland center,43.3347,-90.3868,7.73,67,18,2.82,US,1707240383
119,illizi,26.4833,8.4667,20.89,16,53,5.39,DZ,1707240384
120,tobruk,32.0836,23.9764,16.11,69,0,1.4,LY,1707240384
121,san rafael,-34.6177,-68.3301,37.5,24,4,8.61,AR,1707240229
122,worthington,40.0931,-83.018,6.71,61,0,3.6,US,1707240385
123,arkhangel'sk,64.5401,40.5433,-19.93,76,20,1.0,RU,1707240385
124,beyneu,45.3167,55.2,0.73,72,98,11.55,KZ,1707240386
125,ialibu,-6.2821,143.9935,13.2,96,82,1.17,PG,1707240266
126,sisimiut,66.9395,-53.6735,-12.15,63,100,8.25,GL,1707240387
127,whangarei,-35.7317,174.3239,14.21,98,39,0.87,NZ,1707240387
128,ancud,-41.8697,-73.8203,15.66,89,100,4.6,CL,1707240388
129,hasaki,35.7333,140.8333,2.38,75,100,7.04,JP,1707240388
130,bamboo flat,11.7,92.7167,24.05,88,20,1.03,IN,1707240388
131,weno,7.4515,151.8468,27.51,66,25,7.72,FM,1707240389
132,novoshakhtinskiy,44.025,132.1514,-21.77,99,19,1.44,RU,1707240389
133,beeville,28.4008,-97.7483,18.12,42,0,2.06,US,1707240390
134,neiafu,-18.65,-173.9833,24.38,94,20,0.0,TO,1707240390
135,margaret river,-33.95,115.0667,15.32,74,20,5.01,AU,1707240391
136,suixi,33.8907,116.7747,-3.05,94,98,1.74,CN,1707240391
137,belousovka,50.1339,82.5239,-16.53,78,65,2.0,KZ,1707240392
138,happy valley-goose bay,53.3168,-60.3315,-8.83,48,20,2.06,CA,1707240392
139,harnai,30.1005,67.9374,11.17,71,80,1.17,PK,1707240256
140,howrah,22.5892,88.3103,22.0,88,40,0.0,IN,1707240393
141,muynoq,43.7683,59.0214,3.97,64,75,11.75,UZ,1707240393
142,isafjordur,66.0755,-23.124,-1.98,74,75,8.75,IS,1707240394
143,susuman,62.7833,148.1667,-33.34,99,97,1.34,RU,1707240394
144,mogoditshane,-24.6269,25.8656,35.86,11,20,4.3,BW,1707240395
145,nantucket,41.2835,-70.0995,3.06,75,75,8.23,US,1707240395
146,aswan,24.0934,32.907,19.61,26,0,2.57,EG,1707240273
147,arvayheer,46.2639,102.775,-18.39,87,26,2.62,MN,1707240396
148,khilok,51.3674,110.4676,-19.23,97,63,1.34,RU,1707240397
149,tyukhtet,56.5389,89.3011,-8.49,89,91,2.49,RU,1707240397
150,shalqar,47.8333,59.6,0.06,84,100,12.01,KZ,1707240397
151,sijunjung,-0.6876,100.9537,23.32,98,100,0.61,ID,1707240398
152,as sulayyil,20.4607,45.5779,20.18,33,32,5.77,SA,1707240398
153,wailua homesteads,22.0669,-159.378,22.44,71,100,7.2,US,1707240399
154,bathsheba,13.2167,-59.5167,29.34,79,40,9.26,BB,1707240399
155,sariyahsi,38.9835,33.8414,8.48,54,0,2.76,TR,1707240400
156,kingston,17.997,-76.7936,30.53,52,20,6.69,JM,1707240245
157,constantia,44.1833,28.65,11.5,59,26,5.32,RO,1707240227
158,yellowknife,62.456,-114.3525,-21.44,84,100,4.63,CA,1707240331
159,labrador city,52.9463,-66.9114,-11.05,48,20,0.0,CA,1707240401
160,hawaiian paradise park,19.5933,-154.9731,18.35,90,75,2.57,US,1707240402
161,maun,-19.9833,23.4167,33.98,33,75,2.06,BW,1707240402
162,qarqaraly,49.4058,75.4742,-12.08,77,98,3.61,KZ,1707240403
163,saint-paul,-21.0096,55.2707,26.05,75,59,1.0,RE,1707240403
164,hamilton,39.1834,-84.5333,5.69,73,100,4.63,US,1707240255
165,college,64.8569,-147.8028,-16.72,80,100,0.0,US,1707240404
166,fort st. john,56.2499,-120.8529,-9.06,79,75,5.14,CA,1707240404
167,hithadhoo,-0.6,73.0833,27.99,78,91,3.77,MV,1707240405
168,haiku-pauwela,20.9219,-156.3051,21.69,72,20,9.26,US,1707240405
169,hammerfest,70.6634,23.6821,-3.75,86,100,7.2,NO,1707240405
170,tarakan,3.3,117.6333,26.23,84,95,4.07,ID,1707240406
171,singa,13.15,33.9333,27.24,18,98,5.56,SD,1707240406
172,kourou,5.1552,-52.6478,28.03,86,71,4.75,GF,1707240407
173,kapuskasing,49.4169,-82.4331,2.05,93,100,3.6,CA,1707240407
174,sitka,57.0531,-135.33,1.94,87,100,1.54,US,1707240407
175,kayangel,8.0823,134.7173,27.27,77,100,8.7,PW,1707240408
176,luderitz,-26.6481,15.1594,21.32,76,60,7.5,NA,1707240301
177,hargeysa,9.56,44.065,19.01,67,5,5.86,SO,1707240409
178,puerto ayora,-0.7393,-90.3518,31.98,78,34,4.6,EC,1707240225
179,dryden,49.7833,-92.7503,1.16,86,100,1.54,CA,1707240409
180,polyarnyy,69.1989,33.4478,-15.57,95,99,5.51,RU,1707240285
181,baharly,38.4362,57.4316,12.85,40,79,4.65,TM,1707240410
182,pisco,-13.7,-76.2167,28.03,65,0,6.17,PE,1707240411
183,bulawayo,-20.15,28.5833,25.27,41,77,1.03,ZW,1707240411
184,pimentel,-6.8367,-79.9342,31.16,55,0,8.23,PE,1707240412
185,puerto baquerizo moreno,-0.9,-89.6,28.55,84,75,5.14,EC,1707240412
186,lihue,21.9789,-159.3672,22.77,71,100,7.2,US,1707240412
187,chonchi,-42.6128,-73.8092,17.29,70,100,3.58,CL,1707240221
188,codrington,-38.2667,141.9667,12.39,85,5,1.0,AU,1707240413
189,hermansverk,61.1846,6.8502,-3.75,86,75,4.63,NO,1707240141
190,qaqortoq,60.7167,-46.0333,-12.38,63,0,3.62,GL,1707240414
191,karabash,55.4808,60.2157,-1.45,97,100,4.52,RU,1707240414
192,al burayqah,30.4062,19.5739,16.49,71,0,3.01,LY,1707240415
193,sabha,27.0377,14.4283,15.62,31,10,2.82,LY,1707240415
194,sinabang,2.4803,96.3801,27.28,79,85,1.02,ID,1707240203
195,port lincoln,-34.7333,135.8667,16.03,77,0,3.65,AU,1707240417
196,toumodi,6.5613,-5.0158,37.86,15,20,2.01,CI,1707240418
197,tofol,5.3248,163.0078,27.97,74,86,5.52,FM,1707240418
198,laguna de perlas,12.3429,-83.6712,26.05,68,32,4.96,NI,1707240137
199,morehead city,34.7229,-76.726,12.0,59,0,12.86,US,1707240285
200,hermanus,-34.4187,19.2345,24.33,65,32,9.68,ZA,1707240420
201,ziro,27.6333,93.8333,3.1,95,96,0.44,IN,1707240421
202,nosy varika,-20.5833,48.5333,24.63,93,100,3.68,MG,1707240421
203,san patricio,28.017,-97.5169,18.81,56,1,1.59,US,1707240422
204,pasni,25.2631,63.471,22.96,65,100,8.09,PK,1707240423
205,dudinka,69.4058,86.1778,-24.62,91,78,3.13,RU,1707240423
206,akrehamn,59.2667,5.1833,1.9,93,75,3.6,NO,1707240424
207,tazacorte,28.629,-17.9293,22.86,51,0,2.06,ES,1707240425
208,kalemie,-5.9475,29.1947,22.9,85,72,2.31,CD,1707240425
209,dawei,14.0833,98.2,19.52,68,1,1.55,MM,1707240426
210,ar ruways,24.1103,52.7306,18.86,55,39,6.09,AE,1707240426
211,minas de marcona,-15.2119,-75.1103,23.42,69,46,4.72,PE,1707240427
212,st. john's,47.5649,-52.7093,1.27,97,100,16.54,CA,1707240427
213,bandar lampung,-5.4254,105.258,23.36,94,99,1.59,ID,1707240428
214,puerto lempira,15.2667,-83.7667,29.08,70,40,7.2,HN,1707240428
215,hotan,37.0997,79.9269,-3.21,73,19,1.59,CN,1707240428
216,mount isa,-20.7333,139.5,28.87,54,74,4.63,AU,1707240429
217,hauterive,46.0901,3.4459,8.42,82,92,0.19,FR,1707240429
218,lospalos,-8.5186,127.0025,23.12,91,100,1.14,TL,1707240430
219,inari,68.906,27.0288,-20.89,98,99,2.2,FI,1707240431
220,nova sintra,14.8667,-24.7167,21.23,69,0,6.3,CV,1707240245
221,mata-utu,-13.2816,-176.1745,28.47,80,100,7.75,WF,1707240432
222,khandyga,62.6667,135.6,-43.62,100,60,0.96,RU,1707240228
223,lincoln city,44.9582,-124.0179,7.61,96,95,1.34,US,1707240265
224,vorgashor,67.5833,63.95,-16.47,96,100,2.98,RU,1707240237
225,grand falls-windsor,48.9332,-55.6649,-0.83,93,100,9.21,CA,1707240434
226,bakanas,44.8081,76.2772,-2.95,80,84,3.62,KZ,1707240434
227,nadi,-17.8,177.4167,25.0,88,40,2.06,FJ,1707240435
228,new norfolk,-42.7826,147.0587,13.72,84,24,1.0,AU,1707240435
229,matabhanga,26.3333,89.2167,17.1,61,15,1.03,IN,1707240436
230,la libertad,-2.2333,-80.9,31.81,66,40,5.66,EC,1707240333
231,akonolinga,3.7667,12.25,28.98,24,83,1.14,CM,1707240437
232,keflavik,64.0049,-22.5624,-1.76,64,75,8.75,IS,1707240437
233,palmer,42.1584,-72.3287,3.69,49,7,1.79,US,1707240424
234,awjilah,29.1081,21.2869,17.0,50,0,2.9,LY,1707240438
235,madras,13.0878,80.2785,26.11,79,20,2.06,IN,1707240311
236,ust-nera,64.5667,143.2,-34.13,90,29,0.69,RU,1707240439
237,ingeniero jacobacci,-41.3427,-69.5448,26.98,25,100,12.33,AR,1707240440
238,broome,42.2506,-75.833,3.53,61,0,2.57,US,1707240441
239,mareeba,-17.0,145.4333,24.69,92,84,0.47,AU,1707240441
240,tralee,52.2704,-9.7026,6.14,100,100,2.57,IE,1707240441
241,rio grande,-32.035,-52.0986,29.06,62,100,5.51,BR,1707240442
242,adrar,20.5022,-10.0711,28.54,6,3,5.26,MR,1707240442
243,margate,51.3813,1.3862,12.17,77,100,8.94,GB,1707240248
244,veinticinco de mayo,-35.4323,-60.1727,41.84,19,61,5.65,AR,1707240444
245,san matias,-16.3667,-58.4,34.87,40,96,2.21,BO,1707240444
246,luanda,-8.8368,13.2343,28.0,78,75,3.09,AO,1707240358
247,kuytun,54.3419,101.5036,-20.8,100,71,1.59,RU,1707240445
248,remire-montjoly,4.9167,-52.2667,28.02,83,100,2.57,GF,1707240445
249,puerto colombia,10.9878,-74.9547,31.05,73,3,5.46,CO,1707240446
250,south tamworth,43.8248,-71.3031,2.51,61,13,0.64,US,1707240446
251,summerside,46.3959,-63.7876,-0.18,93,100,8.23,CA,1707240447
252,bikenibeu village,1.3673,173.1241,28.98,84,40,2.06,KI,1707240447
253,chamba,32.5667,76.1333,3.06,70,4,4.6,IN,1707240447
254,tolanaro,-25.0319,46.9987,23.07,94,82,3.85,MG,1707240205
255,prince rupert,54.3161,-130.3201,1.83,100,100,4.12,CA,1707240448
256,la passe,45.5549,-0.8967,11.13,86,100,3.83,FR,1707240449
257,valley city,46.9233,-98.0032,1.29,100,100,2.06,US,1707240364
258,katsuura,35.1333,140.3,6.22,78,99,5.74,JP,1707240450
259,archangelos,36.2149,28.1149,15.17,82,0,1.48,GR,1707240450
260,holualoa,19.6228,-155.9522,18.21,81,40,2.57,US,1707240450
261,revda,56.801,59.9303,-0.98,97,100,3.85,RU,1707240392
262,nova vicosa,-17.8919,-39.3719,30.38,59,64,5.2,BR,1707240451
263,kaspiyskiy,45.3929,47.3707,1.31,68,7,8.61,RU,1707240452
264,rongelap,11.1635,166.8941,26.08,84,76,6.87,MH,1707240213
265,gilgit,35.9221,74.3087,-6.17,69,2,1.64,PK,1707240453
266,alpine,32.835,-116.7664,10.37,95,100,2.06,US,1707240261
267,az zawr,29.4425,48.2747,19.45,49,1,4.86,KW,1707240454
268,xudat,41.631,48.681,4.23,76,100,2.61,AZ,1707240454
269,deir ez-zor,35.3359,40.1408,13.92,63,1,3.19,SY,1707240455
270,ebon,4.582,168.6964,27.8,76,96,5.41,MH,1707240455
271,fuyuan,46.4333,127.0833,-26.15,100,70,0.92,CN,1707240455
272,kenai,60.5544,-151.2583,-9.97,92,75,2.06,US,1707240456
273,altai,46.3722,96.2583,-19.65,64,11,0.68,MN,1707240456
274,fort bragg,35.139,-79.006,10.92,47,10,3.13,US,1707240457
275,gusinoozyorsk,51.2833,106.5,-22.74,100,25,0.54,RU,1707240458
276,acarau,-2.8856,-40.12,31.79,59,83,8.43,BR,1707240458
277,ust-tsilma,65.441,52.1498,-26.33,100,98,0.45,RU,1707240459
278,saraipali,21.3333,83.0,23.97,45,0,3.06,IN,1707240459
279,barroquinha,-3.0189,-41.1361,33.64,50,93,7.1,BR,1707240460
280,geraldton,-28.7667,114.6,18.23,82,45,4.12,AU,1707240380
281,toropets,56.4978,31.6353,-12.08,98,92,1.38,RU,1707240460
282,yuzhno-kurilsk,44.0306,145.8556,-8.68,81,40,3.57,RU,1707240461
283,kodinsk,58.6881,99.1844,-10.87,97,99,1.78,RU,1707240461
284,aral,40.5156,81.2636,-1.61,53,32,1.75,CN,1707240462
285,gorno-altaysk,51.9561,85.955,-9.71,92,22,1.79,RU,1707240462
286,tura,25.5198,90.2201,14.76,86,62,1.16,IN,1707240463
287,lata,40.1629,-8.3327,16.15,65,0,2.52,PT,1707240464
288,bredasdorp,-34.5322,20.0403,25.26,45,46,9.1,ZA,1707240417
289,turochak,52.2576,87.1224,-16.16,100,53,1.38,RU,1707240465
290,flying fish cove,-10.4217,105.6791,23.82,94,57,1.03,CX,1707240240
291,puerto rico,-26.796,-55.024,38.55,27,100,0.54,AR,1707240342
292,hadibu,12.65,54.0333,25.4,72,18,3.96,YE,1707240466
293,hafar al-batin,28.4328,45.9708,15.76,27,0,3.2,SA,1707240467
294,mount gambier,-37.8333,140.7667,11.0,93,0,0.55,AU,1707240318
295,porto velho,-8.7619,-63.9039,33.03,58,75,2.06,BR,1707240168
296,saint-philippe,-21.3585,55.7679,24.77,79,70,5.78,RE,1707240290
297,yoloten,37.2989,62.3597,13.85,27,99,6.38,TM,1707240469
298,amga,60.8953,131.9608,-37.5,100,90,0.32,RU,1707240469
299,qingdao,36.0986,120.3719,-3.22,80,63,1.0,CN,1707240470
300,i-n-salah,27.1935,2.4607,20.59,13,87,2.01,DZ,1707240470
301,queenstown,-31.8976,26.8753,26.92,41,64,6.65,ZA,1707240471
302,nguigmi,14.2495,13.1092,24.95,22,63,6.33,NE,1707240471
303,kone,-21.0595,164.8658,24.97,92,100,2.44,NC,1707240471
304,myitkyina,25.3833,97.4,14.35,96,62,1.14,MM,1707240179
305,villa gesell,-37.2639,-56.973,27.8,62,18,10.45,AR,1707240473
306,pangody,65.85,74.4859,-17.64,100,96,2.98,RU,1707240473
307,lazaro cardenas,17.9583,-102.2,28.49,58,90,2.35,MX,1707240474
308,al ghayzah,16.2079,52.176,24.1,64,5,3.19,YE,1707240474
309,weston,26.1004,-80.3998,18.34,70,100,8.75,US,1707240444
310,talara,-4.5772,-81.2719,31.42,62,0,5.14,PE,1707240475
311,karasuk,53.7377,78.0403,-9.99,90,59,3.81,RU,1707240475
312,coquimbo,-29.9533,-71.3436,21.85,73,20,7.2,CL,1707240476
313,ciudad rodrigo,40.6,-6.5333,13.76,66,35,1.89,ES,1707240439
314,crane,31.3974,-102.3501,13.63,44,81,7.37,US,1707240250
315,paradip garh,20.3167,86.6167,24.04,85,0,5.13,IN,1707240477
316,warrnambool,-38.3833,142.4833,13.41,79,8,0.9,AU,1707240478
317,paphos,34.7667,32.4167,14.88,88,75,2.06,CY,1707240478
318,el nido,11.1858,119.3956,26.55,79,66,7.26,PH,1707240478
319,puerto aysen,-45.4,-72.7,17.88,79,99,3.21,CL,1707240479
320,wanning,18.8003,110.3967,22.59,93,32,2.65,CN,1707240479
321,nishinoomote,30.7333,131.0,13.97,64,99,7.23,JP,1707240480
322,san antonio de pale,-1.4014,5.6325,28.49,70,72,1.09,GQ,1707240480
323,cockburn town,21.4612,-71.1419,24.88,71,57,10.43,TC,1707240481
324,mahina,-17.5065,-149.489,28.87,84,75,3.6,PF,1707240481
325,nizhnesortymskiy,62.4397,71.7603,-3.28,96,92,4.06,RU,1707240481
326,cabo san lucas,22.8909,-109.9124,24.54,52,20,2.06,MX,1707240482
327,touros,-5.1989,-35.4608,30.67,61,98,6.36,BR,1707240483
328,jining,35.405,116.5814,-4.51,91,51,1.69,CN,1707240483
329,akureyri,65.6835,-18.0878,-5.04,93,75,1.03,IS,1707240483
330,tazovsky,67.4667,78.7,-13.51,94,100,6.23,RU,1707240484
331,crucecita,-28.95,-58.9833,38.6,29,2,3.12,AR,1707240484
332,villa mercedes,-33.6757,-65.4578,39.05,21,9,9.62,AR,1707240485
333,jeju city,33.5097,126.5219,6.96,61,75,4.12,KR,1707240486
334,alo,7.4178,6.7371,35.88,11,93,4.21,NG,1707240486
335,shimoda,34.6667,138.95,3.95,87,100,4.33,JP,1707240487
336,galion,40.7337,-82.7899,4.96,61,12,4.06,US,1707240488
337,negapatam,10.7667,79.8333,24.37,78,8,4.51,IN,1707240488
338,yanam,16.7333,82.2167,21.92,87,0,0.71,IN,1707240489
339,diffa,13.3154,12.6113,24.89,16,79,5.18,NE,1707240489
340,smithers,54.7804,-127.1743,-4.82,93,100,2.06,CA,1707240490
341,brooks,50.5834,-111.8851,-7.01,92,78,1.54,CA,1707240491
342,katsuren-haebaru,26.3369,127.8719,18.01,73,100,2.92,JP,1707240491
343,cidreira,-30.1811,-50.2056,25.39,78,95,5.27,BR,1707240506
344,pontevedra,42.431,-8.6444,15.5,83,18,2.06,ES,1707240507
345,bubaque,11.2833,-15.8333,26.87,69,0,6.15,GW,1707240507
346,krasnoye-na-volge,57.5125,41.2419,-22.77,100,84,1.97,RU,1707240508
347,trincomalee,8.5711,81.2335,26.6,72,22,6.13,LK,1707240470
348,yanbu,24.0891,38.0637,21.88,42,0,8.76,SA,1707240509
349,ingeniero guillermo n. juarez,-23.9,-61.85,40.3,23,78,3.64,AR,1707240509
350,east ballina,-28.8667,153.5833,23.22,87,15,2.45,AU,1707240510
351,sint michiel liber,12.15,-68.9833,31.9,66,20,4.12,CW,1707240511
352,joshimath,30.5667,79.5667,0.37,61,66,3.64,IN,1707240334
353,kingscliff,-28.2667,153.5667,25.43,100,75,2.06,AU,1707240512
354,lompoc,34.6391,-120.4579,12.1,67,100,1.34,US,1707240512
355,tannum sands,-23.9504,151.3693,26.94,78,12,2.06,AU,1707240513
356,oltinko'l,40.8011,72.1634,4.77,46,87,1.97,UZ,1707240513
357,westport,41.1415,-73.3579,5.09,49,0,4.63,US,1707240369
358,villamontes,-21.25,-63.5,33.69,49,40,2.57,BO,1707240514
359,vyaz'ma,55.2104,34.2951,-11.37,97,81,2.61,RU,1707240514
360,arraial do cabo,-22.9661,-42.0278,29.98,74,20,5.66,BR,1707240515
361,west end,26.6833,-78.9667,17.99,80,84,17.33,BS,1707240516
362,port elizabeth,-33.918,25.5701,23.39,86,100,4.63,ZA,1707240419
363,bardai,11.65,7.2333,26.73,14,43,6.08,NG,1707240276
364,marsh harbour,26.5412,-77.0636,21.45,62,98,11.04,BS,1707240517
